ESVs,species,identity_percentage,coverage,evalue,bitscore,source
ESV_374,Rosalina_sp._17595,98.452,100,3.38E-163,569,Genbank
ESV_376,Stainforthia_sp._17321,97.523,100,3.41E-158,553,Genbank
ESV_377,Haynesina_germanica_18209,98.762,100,7.27E-165,575,Genbank
ESV_378,Discanomalina_coronata_18034,95.912,99,4.45E-147,516,Genbank
ESV_379,Eggerelloides_scaber_12301,96.904,100,7.37E-155,542,Genbank
ESV_380,Borelis_schlumbergeri_3737_Spermonde,93.769,100,4.5E-137,483,Genbank
ESV_381,Parasorites_sp.,99.688,100,9.28E-169,588,Genbank
ESV_382,Borelis_schlumbergeri_3737_Spermonde,93.458,100,2.09E-135,477,Genbank
ESV_383,Encrusting_Rik_9441_consensus0_977,98.452,100,3.38E-163,569,Genbank
ESV_386,Milliolid_red_Rik_9370_9371_9372_Israel,95.95,100,9.54E-149,521,Genbank
ESV_387,Encrusting_Rik_9441_consensus0_977,97.214,100,1.58E-156,547,Genbank
ESV_389,Milliolid_red_Rik_9370_9371_9372_Israel,96.885,100,9.47E-154,538,Genbank
ESV_390,Rosalina_sp._17595,98.142,100,1.57E-161,564,Genbank
ESV_391,Pyrgo_Rik_9347_consensus0_1557,98.75,99,3.36E-163,569,Genbank
ESV_392,Parasorites_sp.,100,100,1.99E-170,593,Genbank
ESV_393,Cyrea_szymborska_17247,93.831,96,5.85E-131,462,Genbank
ESV_394,Encrusting_Rik_9441_consensus0_977,97.833,100,7.32E-160,558,Genbank
ESV_397,Encrusting_Rik_9441_consensus0_977,97.833,100,7.32E-160,558,Genbank
ESV_398,Cyrea_szymborska_17247,94.516,96,7.56E-135,475,Genbank
ESV_399,Heterostegina_depressa_sp2_Spermonde,98.142,100,1.57E-161,564,Genbank
ESV_400,Encrusting_Rik_9441_consensus0_977,95.975,100,7.42E-150,525,Genbank
ESV_401,Pyrgo_Rik_9347_consensus0_1557,86.462,100,1.33E-97,351,Genbank
ESV_402,Encrusting_Rik_9441_consensus0_977,98.142,100,1.57E-161,564,Genbank
ESV_403,Murrayinella_globosa_18043,98.765,100,7.27E-165,575,Genbank
ESV_404,Heterostegina_depressa_sp1_Spermonde,98.142,100,5.66E-161,562,Genbank
ESV_405,Heterostegina_depressa_sp1_Spermonde,98.452,100,3.38E-163,569,Genbank
ESV_406,Stainforthia_sp._17321,97.523,100,3.41E-158,553,Genbank
ESV_407,Discanomalina_coronata_18034,98.113,98,9.47E-159,555,Genbank
ESV_408,Borelis_schlumbergeri_3737_Spermonde,93.769,100,4.5E-137,483,Genbank
ESV_409,Textularid_Rik_9397_consensus4_105,99.69,100,7.22E-170,592,Genbank
ESV_410,Cribrorotalia_sp._17611,85.759,99,2.89E-94,340,Genbank
ESV_411,Textularid_Rik_9397_consensus4_105,93.498,100,1.63E-136,481,Genbank
ESV_413,Cyrea_szymborska_17247,94.156,95,1.27E-132,468,Genbank
ESV_414,Calcarina_sp._5164_Spermonde,99.688,99,3.36E-168,586,Genbank
ESV_415,Stainforthia_sp._17321,98.452,100,3.38E-163,569,Genbank
ESV_416,Murrayinella_globosa_18043,87.812,98,1.02E-103,372,Genbank
ESV_417,Amphistegina_radiata_Spermonde,98.142,100,1.57E-161,564,Genbank
ESV_418,Cribrorotalia_sp._17611,92.26,100,7.64E-130,459,Genbank
ESV_419,Murrayinella_globosa_18043,90.432,100,7.75E-120,425,Genbank
ESV_420,Cyrea_szymborska_17247,96.104,96,1.24E-142,501,Genbank
ESV_421,Trifarina_earlandi_&_Uvigerina_bifurcata,98.142,100,1.57E-161,564,Genbank
ESV_422,Borelis_schlumbergeri_3737_Spermonde,94.081,100,9.68E-139,488,Genbank
ESV_423,Encrusting_Rik_9441_consensus0_977,99.068,99,5.62E-166,579,Genbank
ESV_424,Amphistegina_lobifera,96.904,100,7.37E-155,542,Genbank
ESV_426,Vertebralina_Rik_9325_consensus0_1751,96.226,98,3.45E-148,520,Genbank
ESV_427,Peneroplis_sp1_Spermonde,94.393,100,2.08E-140,494,Genbank
ESV_428,Discanomalina_coronata_18034,96.644,92,5.82E-141,496,Genbank
ESV_430,Peneroplis_sp1_Spermonde,80.537,92,8.43E-60,226,Genbank
ESV_431,Encrusting_Rik_9441_consensus0_977,98.142,100,1.57E-161,564,Genbank
ESV_432,Textularid_Rik_9397_consensus4_105,98.762,100,7.27E-165,575,Genbank
ESV_433,Textularid_Rik_9397_consensus3_750,93.519,100,1.63E-136,481,Genbank
ESV_434,Encrusting_Rik_9441_consensus0_977,98.142,100,1.57E-161,564,Genbank
ESV_435,Discanomalina_coronata_18034,96.552,99,5.74E-151,529,Genbank
ESV_436,Heterostegina_depressa_sp1_Spermonde,98.762,100,7.27E-165,575,Genbank
ESV_437,Sorites_sp1_Spermonde,98.442,100,4.35E-162,566,Genbank
ESV_438,Murrayinella_globosa_18043,92.26,100,7.64E-130,459,Genbank
ESV_439,Amphistegina_lobifera,96.285,100,1.6E-151,531,Genbank
ESV_440,Rosalina_sp._17595,96.594,100,3.43E-153,536,Genbank
ESV_441,Bolivina_sp._17601_&_Bolivina_sp._17907,99.071,100,1.56E-166,580,Genbank
ESV_442,Encrusting_Rik_9441_consensus0_977,98.762,100,7.27E-165,575,Genbank
ESV_443,Peneroplis_sp1_Spermonde,98.423,99,7.27E-160,558,Genbank
ESV_444,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,100,100,1.55E-171,597,Genbank
ESV_445,Operculina_complanata,98.452,100,3.38E-163,569,Genbank
ESV_447,Eggerelloides_scaber_12301,89.877,100,1.68E-116,414,Genbank
ESV_448,Eggerelloides_scaber_12301,96.894,99,9.54E-154,538,Genbank
ESV_449,Murrayinella_globosa_18043,91.692,100,1.65E-126,448,Genbank
ESV_451,Stainforthia_sp._17321,98.762,100,7.27E-165,575,Genbank
ESV_452,Encrusting_Rik_9441_consensus0_977,98.447,99,1.22E-162,568,Genbank
ESV_453,Encrusting_Rik_9441_consensus0_977,95.975,100,7.42E-150,525,Genbank
ESV_455,Stainforthia_sp._17321,98.452,100,3.38E-163,569,Genbank
ESV_456,Operculina_ammonoides,98.452,100,3.38E-163,569,Genbank
ESV_458,Encrusting_Rik_9441_consensus0_977,97.523,100,3.41E-158,553,Genbank
ESV_459,Eggerelloides_scaber_12301,88.65,100,7.86E-110,392,Genbank
ESV_461,Operculina_complanata,98.452,100,3.38E-163,569,Genbank
ESV_462,Cyrea_szymborska_17247,91.613,96,2.15E-120,427,Genbank
ESV_464,Textularia_gramen_13633,94.194,96,2.73E-134,473,Genbank
ESV_465,Textularid_Rik_9398_consensus128_73,96.203,98,1.23E-147,518,Genbank
ESV_466,Borelis_schlumbergeri_3737_Spermonde,98.447,99,4.37E-162,566,Genbank
ESV_467,Miliolid_Rik_9400_9405_Israel,99.062,99,7.22E-165,575,Genbank
ESV_468,Planorbulinella_sp._17893,98.758,99,2.61E-164,573,Genbank
ESV_470,Eggerelloides_scaber_12301,89.164,99,1.31E-112,401,Genbank
ESV_472,Entzia_macrescens_13533,85.256,96,4.86E-87,316,Genbank
ESV_474,Heterostegina_depressa_sp2_Spermonde,97.833,100,2.63E-159,556,Genbank
ESV_475,Elphidium_Rik_9327_9337_9350_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_476,Vertebralina_Rik_9325_consensus0_1751,98.113,98,3.41E-158,553,Genbank
ESV_477,Eggerelloides_scaber_12301,93.189,99,2.73E-134,473,Genbank
ESV_478,Cribrorotalia_sp._17611,90.966,99,4.63E-122,433,Genbank
ESV_479,Discanomalina_coronata_18034,95.298,99,2.69E-144,507,Genbank
ESV_480,Calcarina_hispida_Ambon_&_Calcarina_spengleri_&_Calcarina_sp._5247_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_482,Peneroplis_sp1_Spermonde,94.081,100,9.68E-139,488,Genbank
ESV_483,Miliolid_Rik_9400_9405_Israel,98.442,100,4.35E-162,566,Genbank
ESV_484,Murrayinella_globosa_18043,97.833,100,7.32E-160,558,Genbank
ESV_485,Lacogromia_cassipara_18990,86.378,99,1.33E-97,351,Genbank
ESV_486,Heterostegina_depressa_sp1_Spermonde,98.452,100,3.38E-163,569,Genbank
ESV_487,Heterostegina_depressa_sp1_Spermonde,98.452,100,3.38E-163,569,Genbank
ESV_488,Encrusting_Rik_9441_consensus0_977,97.516,99,1.23E-157,551,Genbank
ESV_489,Calcarina_spengleri_Rik_9352_consensus0_1732_Spermonde,98.125,99,7.32E-160,558,Genbank
ESV_490,Calcarina_hispida_Ambon_&_Calcarina_spengleri_&_Calcarina_sp._5247_Spermonde,98.438,99,1.57E-161,564,Genbank
ESV_491,Textularid_Rik_9399_consensus0_1584,91.586,96,2.15E-120,427,Genbank
ESV_492,Amphistegina_lobifera,97.214,100,1.58E-156,547,Genbank
ESV_493,Encrusting_Rik_9441_consensus0_977,97.84,100,7.32E-160,558,Genbank
ESV_496,Cyrea_szymborska_17247,97.735,96,1.59E-151,531,Genbank
ESV_497,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,99.689,99,2.6E-169,590,Genbank
ESV_498,Stainforthia_sp._17321,98.142,100,1.57E-161,564,Genbank
ESV_499,Heterostegina_depressa_sp1_Spermonde,95.975,100,7.42E-150,525,Genbank
ESV_500,Trifarina_earlandi_&_Uvigerina_bifurcata,93.478,99,5.86E-136,479,Genbank
ESV_501,Lacogromia_cassipara_18990,85.494,99,1.34E-92,335,Genbank
ESV_502,Trifarina_earlandi_&_Uvigerina_bifurcata,97.833,100,7.32E-160,558,Genbank
ESV_504,Encrusting_Rik_9441_consensus0_977,99.06,99,2.61E-164,573,Genbank
ESV_505,Encrusting_Rik_9441_consensus0_977,98.142,100,1.57E-161,564,Genbank
ESV_506,Lacogromia_cassipara_18990,80.745,99,6.47E-66,246,Genbank
ESV_507,Miliolid_Rik_9400_9405_Israel,98.754,100,9.34E-164,571,Genbank
ESV_509,Eggerelloides_scaber_12301,94.118,100,7.53E-140,492,Genbank
ESV_511,Textularid_Rik_9399_consensus0_1584,80.864,99,4.99E-67,250,Genbank
ESV_512,Rosalina_sp._17595,98.119,99,2.63E-159,556,Genbank
ESV_513,Peneroplis_sp1_Spermonde,100,94,7.27E-160,558,Genbank
ESV_514,Peneroplis_sp1_Spermonde,99.007,94,7.32E-155,542,Genbank
ESV_516,Encrusting_Rik_9441_consensus0_977,97.214,100,1.58E-156,547,Genbank
ESV_517,Milliolid_red_Rik_9370_9371_9372_Israel,98.73,98,2.02E-160,560,Genbank
ESV_518,Cyrea_szymborska_17247,98.355,94,4.42E-152,532,Genbank
ESV_520,Textularid_Rik_9398_consensus128_73,89.13,100,4.66E-112,399,Genbank
ESV_521,Encrusting_Rik_9441_consensus0_977,93.189,100,7.58E-135,475,Genbank
ESV_522,Peneroplis_sp1_Spermonde,100,94,7.27E-160,558,Genbank
ESV_523,Rosalina_sp._17595,98.142,100,1.57E-161,564,Genbank
ESV_524,Murrayinella_globosa_18043,90.432,100,7.75E-120,425,Genbank
ESV_526,Stainforthia_sp._17321,96.262,99,2.06E-150,527,Genbank
ESV_527,Borelis_schlumbergeri_3737_Spermonde,98.75,99,3.36E-163,569,Genbank
ESV_529,Elphidium_Rik_9327_9337_9350_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_530,Eggerelloides_scaber_12301,95.046,100,7.48E-145,508,Genbank
ESV_531,Planorbulinella_sp._17893,98.142,100,1.57E-161,564,Genbank
ESV_535,Stainforthia_sp._17321,98.452,100,3.38E-163,569,Genbank
ESV_537,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,88.991,100,2.77E-109,390,Genbank
ESV_538,Nummulites_venosus,98.762,100,2.61E-164,573,Genbank
ESV_539,Murrayinella_globosa_18043,97.214,100,1.58E-156,547,Genbank
ESV_540,Rosalina_sp._17595,98.447,99,1.22E-162,568,Genbank
ESV_541,Murrayinella_globosa_18043,93.21,100,7.58E-135,475,Genbank
ESV_542,Oridorsalis_umbonatus_18653,98.452,100,3.38E-163,569,Genbank
ESV_543,Borelis_schlumbergeri_3737_Spermonde,93.458,100,2.09E-135,477,Genbank
ESV_544,Sorites_sp2_Spermonde,80.808,92,1.81E-61,231,Genbank
ESV_545,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,83.077,99,2.95E-79,291,Genbank
ESV_546,Heterostegina_depressa_sp1_Spermonde,98.75,99,3.38E-163,569,Genbank
ESV_548,Murrayinella_globosa_18043,94.737,100,3.48E-143,503,Genbank
ESV_549,Cyrea_szymborska_17247,95.724,94,3.49E-138,486,Genbank
ESV_550,Heterostegina_depressa_sp1_Spermonde,97.833,100,2.63E-159,556,Genbank
ESV_551,Textularid_Rik_9399_consensus0_1584,93.438,99,2.73E-134,473,Genbank
ESV_552,Cyrea_szymborska_17247,92.88,96,5.91E-126,446,Genbank
ESV_553,Cyrea_szymborska_17247,94.194,96,9.81E-134,472,Genbank
ESV_554,Encrusting_Rik_9441_consensus0_977,94.322,98,3.5E-138,486,Genbank
ESV_555,Cyrea_szymborska_17247,93.204,96,3.54E-128,453,Genbank
ESV_556,Textularid_Rik_9399_consensus0_1584,96.894,99,9.54E-154,538,Genbank
ESV_557,Peneroplis_sp1_Spermonde,94.393,100,2.08E-140,494,Genbank
ESV_558,Murrayinella_globosa_18043,97.214,100,1.58E-156,547,Genbank
ESV_559,Murrayinella_globosa_18043,98.142,100,1.57E-161,564,Genbank
ESV_562,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,92.835,100,4.53E-132,466,Genbank
ESV_563,Textularid_Rik_9398_consensus128_73,90.683,100,2.14E-120,427,Genbank
ESV_564,Textularid_Rik_9397_consensus4_105,99.071,100,1.56E-166,580,Genbank
ESV_565,Eggerelloides_scaber_12301,91.95,99,1.28E-127,451,Genbank
ESV_566,Encrusting_Rik_9441_consensus0_977,97.523,100,3.41E-158,553,Genbank
ESV_567,Textularid_Rik_9397_consensus4_105,95.975,100,7.42E-150,525,Genbank
ESV_569,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,77.538,100,3.07E-49,191,Genbank
ESV_570,Murrayinella_globosa_18043,98.142,100,1.57E-161,564,Genbank
ESV_571,Cyrea_szymborska_17247,98.058,96,3.43E-153,536,Genbank
ESV_572,Eggerelloides_scaber_12301,88.05,98,2.2E-105,377,Genbank
ESV_574,Trifarina_earlandi_&_Uvigerina_bifurcata,99.071,100,1.56E-166,580,Genbank
ESV_576,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,96.215,98,3.45E-148,520,Genbank
ESV_578,Cyrea_szymborska_17247,97.742,96,4.44E-152,532,Genbank
ESV_579,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,98.142,100,1.57E-161,564,Genbank
ESV_581,Peneroplis_sp1_Spermonde,95.016,100,9.61E-144,505,Genbank
ESV_582,Trifarina_earlandi_&_Uvigerina_bifurcata,99.381,100,3.36E-168,586,Genbank
ESV_583,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,92.835,100,4.53E-132,466,Genbank
ESV_584,Haynesina_germanica_18209,95.666,100,3.45E-148,520,Genbank
ESV_585,Milliolid_red_Rik_9370_9371_9372_Israel,98.131,100,2.02E-160,560,Genbank
ESV_586,Stainforthia_sp._17321,96.25,99,7.42E-150,525,Genbank
ESV_587,Peneroplis_sp1_Spermonde,95.016,100,9.61E-144,505,Genbank
ESV_588,Eggerelloides_scaber_12301,88.05,98,2.2E-105,377,Genbank
ESV_589,Trifarina_earlandi_&_Uvigerina_bifurcata,98.762,100,7.27E-165,575,Genbank
ESV_590,Stainforthia_sp._17321,98.142,100,1.57E-161,564,Genbank
ESV_591,Textularid_Rik_9398_consensus128_73,89.441,100,1E-113,405,Genbank
ESV_594,Discanomalina_coronata_18034,96.743,95,5.78E-146,512,Genbank
ESV_596,Murrayinella_globosa_18043,98.142,100,1.57E-161,564,Genbank
ESV_597,Trifarina_earlandi_&_Uvigerina_bifurcata,93.478,99,5.86E-136,479,Genbank
ESV_598,Eggerelloides_scaber_12301,92.857,95,5.95E-126,446,Genbank
ESV_599,Vertebralina_Rik_9325_consensus0_1751,92.857,100,4.53E-132,466,Genbank
ESV_600,Peneroplis_sp1_Spermonde,94.081,100,9.68E-139,488,Genbank
ESV_601,Peneroplis_sp2_&_Peneroplis_pertusus_5117_&_Dendritina_ambigua_Spermonde,98.428,99,2.02E-160,560,Genbank
ESV_604,Cyrea_szymborska_17247,94.194,96,3.52E-133,470,Genbank
ESV_605,Peneroplis_sp1_Spermonde,93.146,100,9.75E-134,472,Genbank
ESV_606,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,100,94,7.27E-160,558,Genbank
ESV_607,Miliolid_Rik_9400_9405_Israel,99.065,100,2.01E-165,577,Genbank
ESV_608,Vertebralina_Rik_9325_consensus0_1751,97.799,98,1.58E-156,547,Genbank
ESV_609,Textularia_gramen_13633,96.129,96,2.69E-144,507,Genbank
ESV_610,Heterostegina_depressa_sp1_Spermonde,98.452,100,3.38E-163,569,Genbank
ESV_611,Cribrorotalia_sp._17611,90.712,100,1.67E-121,431,Genbank
ESV_613,Textularid_Rik_9397_consensus4_105,98.762,100,7.27E-165,575,Genbank
ESV_614,Calcarina_sp._5164_Spermonde,98.452,100,3.38E-163,569,Genbank
ESV_616,Murrayinella_globosa_18043,94.427,100,1.62E-141,497,Genbank
ESV_617,Cyrea_szymborska_17247,99.351,96,7.27E-160,558,Genbank
ESV_618,Heterostegina_depressa_sp1_Spermonde,98.142,100,1.57E-161,564,Genbank
ESV_619,Encrusting_Rik_9441_consensus0_977,98.762,100,7.27E-165,575,Genbank
ESV_620,Cyrea_szymborska_17247,97.742,96,4.44E-152,532,Genbank
ESV_621,Lacogromia_cassipara_18990,86.728,99,2.87E-99,357,Genbank
ESV_622,Milliolid_red_Rik_9370_9371_9372_Israel,96.203,98,1.23E-147,518,Genbank
ESV_623,Trifarina_earlandi_&_Uvigerina_bifurcata,98.142,100,1.57E-161,564,Genbank
ESV_624,Calcarina_hispida_Ambon_&_Calcarina_spengleri_&_Calcarina_sp._5247_Spermonde,98.438,99,1.57E-161,564,Genbank
ESV_625,Calcarina_spengleri_Rik_9352_consensus0_1732_Spermonde,98.438,99,1.57E-161,564,Genbank
ESV_626,Textularia_gramen_13633,95.161,96,2.71E-139,490,Genbank
ESV_627,Milliolid_red_Rik_9370_9371_9372_Israel,99.062,99,7.22E-165,575,Genbank
ESV_628,Textularid_Rik_9399_consensus0_1584,78.056,98,6.61E-51,196,Genbank
ESV_629,Textularid_Rik_9399_consensus0_1584,85,99,1.33E-87,318,Genbank
ESV_630,Stainforthia_sp._17321,98.762,100,7.27E-165,575,Genbank
ESV_631,Encrusting_Rik_9441_consensus0_977,98.142,100,1.57E-161,564,Genbank
ESV_632,Peneroplis_sp2_&_Peneroplis_pertusus_5117_&_Dendritina_ambigua_Spermonde,98.423,99,7.27E-160,558,Genbank
ESV_636,Eggerelloides_scaber_12301,88.679,98,1.02E-108,388,Genbank
ESV_637,Glabratella_sp._17918,98.452,100,3.38E-163,569,Genbank
ESV_638,Milliolid_red_Rik_9370_9371_9372_Israel,98.722,98,2.62E-159,556,Genbank
ESV_639,Cyrea_szymborska_17247,92.105,94,2.15E-120,427,Genbank
ESV_640,Stainforthia_sp._17321,95.95,99,9.6E-149,521,Genbank
ESV_641,Planorbulinella_Rik_9331_consensus21_181,85.266,98,2.91E-89,324,Genbank
ESV_642,Cyrea_szymborska_17247,92.903,96,1.65E-126,448,Genbank
ESV_644,Encrusting_Rik_9441_consensus0_977,98.142,100,1.57E-161,564,Genbank
ESV_645,Cyrea_szymborska_17247,97.697,94,9.57E-149,521,Genbank
ESV_647,Entzia_macrescens_13533,78.481,96,6.61E-51,196,Genbank
ESV_648,Trifarina_earlandi_&_Uvigerina_bifurcata,95.356,100,1.61E-146,514,Genbank
ESV_650,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,91.615,99,5.95E-126,446,Genbank
ESV_653,Heterostegina_depressa_sp2_Spermonde,97.812,99,3.41E-158,553,Genbank
ESV_654,Cibicidoides_lobatulus_17944,91.022,100,3.58E-123,436,Genbank
ESV_655,Encrusting_Rik_9441_consensus0_977,97.523,100,3.41E-158,553,Genbank
ESV_656,Miliolid_Rik_9400_9405_Israel,80.247,99,1.08E-63,239,Genbank
ESV_657,Stainforthia_sp._17321,98.142,100,1.57E-161,564,Genbank
ESV_658,Heterostegina_depressa_sp1_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_659,Eggerelloides_scaber_12301,90.566,98,1E-118,422,Genbank
ESV_660,Encrusting_Rik_9441_consensus0_977,97.833,100,7.32E-160,558,Genbank
ESV_661,Amphistegina_lessonii,97.833,100,7.32E-160,558,Genbank
ESV_663,Amphistegina_lobifera,95.666,100,3.45E-148,520,Genbank
ESV_664,Stainforthia_sp._17321,96.594,100,3.43E-153,536,Genbank
ESV_666,Textularid_Rik_9399_consensus0_1584,90.625,99,2.79E-119,424,Genbank
ESV_667,Cyrea_szymborska_17247,94.839,96,4.53E-137,483,Genbank
ESV_668,Lacogromia_cassipara_18990,84.735,99,3.76E-88,320,Genbank
ESV_669,Amphistegina_radiata_Spermonde,78.778,95,5.09E-52,200,Genbank
ESV_670,Trifarina_earlandi_&_Uvigerina_bifurcata,99.071,100,1.56E-166,580,Genbank
ESV_671,Encrusting_Rik_9441_consensus0_977,97.214,100,1.58E-156,547,Genbank
ESV_673,Amphistegina_lessonii_5174,97.833,100,7.32E-160,558,Genbank
ESV_674,Eggerelloides_scaber_12301,96.894,99,9.54E-154,538,Genbank
ESV_675,Pyrgo_Rik_9347_consensus0_1557,85.231,100,2.24E-90,327,Genbank
ESV_676,Textularid_Rik_9397_consensus4_105,99.071,100,1.56E-166,580,Genbank
ESV_677,Encrusting_Rik_9441_consensus0_977,97.531,100,3.41E-158,553,Genbank
ESV_678,Trifarina_earlandi_&_Uvigerina_bifurcata,96.594,100,1.23E-152,534,Genbank
ESV_679,Encrusting_Rik_9441_consensus0_977,97.523,100,3.41E-158,553,Genbank
ESV_680,Trifarina_earlandi_&_Uvigerina_bifurcata,99.071,100,1.56E-166,580,Genbank
ESV_681,Peneroplis_sp2_&_Peneroplis_pertusus_5117_&_Dendritina_ambigua_Spermonde,97.819,100,9.41E-159,555,Genbank
ESV_682,Cyrea_szymborska_17247,96.44,96,7.45E-145,508,Genbank
ESV_683,Amphistegina_lobifera,96.285,100,1.6E-151,531,Genbank
ESV_685,Amphistegina_papillosa_Spermonde_3741,98.726,97,7.32E-160,558,Genbank
ESV_686,Amphistegina_lobifera,95.975,100,7.42E-150,525,Genbank
ESV_687,Pyrgo_Rik_9347_consensus0_1557,86.769,100,2.87E-99,357,Genbank
ESV_688,Encrusting_Rik_9441_consensus0_977,98.758,99,2.61E-164,573,Genbank
ESV_689,Amphistegina_lessonii,98.452,99,1.22E-162,568,Genbank
ESV_690,Pyrgo_Rik_9347_consensus0_1557,98.131,100,2.02E-160,560,Genbank
ESV_691,Trifarina_earlandi_&_Uvigerina_bifurcata,92.236,99,2.75E-129,457,Genbank
ESV_692,Milliolid_red_Rik_9370_9371_9372_Israel,98.131,100,2.02E-160,560,Genbank
ESV_693,Encrusting_Rik_9441_consensus0_977,96.594,100,3.43E-153,536,Genbank
ESV_696,Heterostegina_depressa_sp1_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_697,Textularid_Rik_9397_consensus4_105,96.594,100,3.43E-153,536,Genbank
ESV_698,Heterostegina_depressa_sp1_Spermonde,98.452,100,3.38E-163,569,Genbank
ESV_699,Eggerelloides_scaber_12301,96.855,98,4.44E-152,532,Genbank
ESV_700,Encrusting_Rik_9441_consensus0_977,97.523,100,3.41E-158,553,Genbank
ESV_701,Textularid_Rik_9399_consensus0_1584,81.231,100,2.98E-69,257,Genbank
ESV_702,Textularid_Rik_9399_consensus0_1584,90.939,96,4.65E-117,416,Genbank
ESV_704,Stainforthia_sp._17321,97.833,100,7.32E-160,558,Genbank
ESV_706,Textularid_Rik_9397_consensus4_105,93.808,100,3.5E-138,486,Genbank
ESV_707,Trifarina_earlandi_&_Uvigerina_bifurcata,91.331,100,7.69E-125,442,Genbank
ESV_709,Heterostegina_depressa_sp1_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_712,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,80.923,99,1.39E-67,252,Genbank
ESV_713,Stainforthia_sp._17321,92.879,100,3.53E-133,470,Genbank
ESV_714,Rosalina_sp._17595,97.214,100,1.58E-156,547,Genbank
ESV_715,Heterostegina_depressa_sp2_Spermonde,96.594,100,3.43E-153,536,Genbank
ESV_717,Heterostegina_depressa_sp2_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_718,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,86.687,100,7.97E-100,359,Genbank
ESV_719,Encrusting_Rik_9441_consensus0_977,97.523,100,3.41E-158,553,Genbank
ESV_720,Rosalina_sp._17595,98.408,97,3.41E-158,553,Genbank
ESV_721,Encrusting_Rik_9441_consensus0_977,98.452,100,3.38E-163,569,Genbank
ESV_722,Encrusting_Rik_9441_consensus0_977,97.523,100,3.41E-158,553,Genbank
ESV_723,Lacogromia_cassipara_18990,85.494,100,3.73E-93,337,Genbank
ESV_725,Milliolid_red_Rik_9370_9371_9372_Israel,98.75,99,3.36E-163,569,Genbank
ESV_726,Stainforthia_sp._17321,97.214,100,1.58E-156,547,Genbank
ESV_727,Eggerelloides_scaber_12301,93.808,100,3.5E-138,486,Genbank
ESV_729,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,98.68,94,9.47E-154,538,Genbank
ESV_730,Encrusting_Rik_9441_consensus0_977,98.762,100,7.27E-165,575,Genbank
ESV_731,Borelis_schlumbergeri_3737_Spermonde,95.95,100,9.54E-149,521,Genbank
ESV_732,Amphistegina_radiata_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_734,Trifarina_earlandi_&_Uvigerina_bifurcata,98.452,100,1.21E-162,568,Genbank
ESV_735,Encrusting_Rik_9441_consensus0_977,96.285,100,1.6E-151,531,Genbank
ESV_736,Cribrorotalia_sp._17611,98.142,100,1.57E-161,564,Genbank
ESV_737,Borelis_schlumbergeri_3737_Spermonde,94.704,100,4.47E-142,499,Genbank
ESV_738,Entzia_macrescens_13533,78.797,96,1.42E-52,202,Genbank
ESV_739,Cyrea_szymborska_17247,86.861,85,1.34E-82,302,Genbank
ESV_740,Milliolid_red_Rik_9370_9371_9372_Israel,97.508,100,4.38E-157,549,Genbank
ESV_741,Lacogromia_cassipara_18990,91.641,100,1.65E-126,448,Genbank
